CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RPM_Sum
12442.0,3,12,172.06,5,1,1,7
12444.0,21,176,5005.46,4,5,5,14
12445.0,22,4,133.4,4,1,1,6
12446.0,58,57,1002.3100000000001,3,3,4,10
12447.0,243,26,476.49,1,2,2,5
12448.0,44,22,449.45,3,2,2,7
12449.0,22,191,4067.29,4,5,5,14
12450.0,156,8,197.88,2,1,1,4
12451.0,11,354,9035.52,5,5,5,15
12452.0,17,22,430.57,4,2,2,8
12453.0,134,43,707.09,2,3,3,8
12454.0,56,15,3528.34,3,2,5,10
12455.0,73,90,2466.86,2,4,5,11
12456.0,44,125,3181.04,3,5,5,13
12457.0,66,62,2363.23,3,4,5,12
12458.0,71,38,947.4,3,3,4,10
12461.0,94,35,826.88,2,3,3,8
12462.0,19,62,1189.59,4,4,4,12
12463.0,53,83,1344.78,3,4,4,11
12464.0,10,29,1212.05,5,2,4,11
12465.0,17,47,742.1899999999999,4,3,3,10
12468.0,188,38,729.5400000000001,1,3,3,7
12471.0,2,460,19824.05,5,5,5,15
12472.0,32,339,6572.11,4,5,5,14
12473.0,29,168,3938.5499999999997,4,5,5,14
12474.0,17,424,7375.79,4,5,5,14
12475.0,54,36,723.38,3,3,3,9
12476.0,16,233,6816.42,4,5,5,14
12477.0,23,300,13219.74,4,5,5,14
12478.0,4,36,680.99,5,3,3,11
12479.0,11,31,527.2,5,3,3,11
12480.0,28,154,3281.63,4,5,5,14
12481.0,23,217,5596.32,4,5,5,14
12483.0,17,75,2484.98,4,4,5,13
12484.0,33,346,4541.72,4,5,5,14
12488.0,10,55,1298.66,5,3,4,12
12489.0,336,15,334.93,1,2,2,5
12490.0,5,245,5417.93,5,5,5,15
12491.0,39,26,460.40000000000003,3,2,2,7
12492.0,63,20,263.21000000000004,3,2,2,7
12493.0,166,22,433.74,2,2,2,6
12494.0,16,77,1246.1000000000001,4,4,4,12
12497.0,82,14,1043.1,2,1,4,7
12498.0,21,23,403.70000000000005,4,2,2,8
12500.0,23,61,4257.82,4,4,5,13
12501.0,337,149,2169.39,1,5,5,11
12502.0,96,147,3723.87,2,5,5,12
12504.0,18,9,482.04999999999995,4,1,2,7
12506.0,233,23,73.5,1,2,1,4
12507.0,134,21,1304.81,2,2,4,8
12508.0,26,69,398.27,4,4,2,10
12509.0,284,7,176.5,1,1,1,3
12510.0,143,33,982.5699999999999,2,3,4,9
12512.0,66,34,138.03,3,3,1,7
12513.0,113,35,612.29,2,3,3,8
12514.0,267,51,1017.68,1,3,4,8
12515.0,353,16,383.7,1,2,2,5
12516.0,78,26,1312.06,2,2,4,8
12517.0,28,284,2502.84,4,5,5,14
12518.0,1,124,2056.89,5,5,4,14
12519.0,64,18,340.84,3,2,2,7
12520.0,79,152,2634.26,2,5,5,12
12521.0,143,38,599.68,2,3,3,8
12522.0,39,12,192.72,3,1,1,5
12523.0,19,106,1789.77,4,4,4,12
12524.0,9,144,4485.72,5,5,5,15
12526.0,1,71,1316.66,5,4,4,13
12527.0,82,18,348.71000000000004,2,2,2,6
12528.0,9,92,1933.48,5,4,4,13
12530.0,60,66,1662.28,3,4,4,11
12531.0,15,17,125.22,4,2,1,7
12532.0,30,16,349.83000000000004,4,2,2,8
12534.0,131,63,1089.18,2,4,4,10
12535.0,92,34,716.35,2,3,3,8
12536.0,43,261,12601.830000000002,3,5,5,13
12538.0,29,21,363.95,4,2,2,8
12539.0,22,273,5568.35,4,5,5,14
12540.0,20,478,13400.24,4,5,5,14
12541.0,30,52,981.18,4,3,4,11
12544.0,36,19,372.7,3,2,2,7
12545.0,75,50,1000.39,2,3,4,9
12546.0,47,69,1161.5,3,4,4,11
12547.0,198,8,207.79999999999998,1,1,1,3
12548.0,166,5,95.19999999999999,2,1,1,4
12550.0,79,57,964.83,2,3,4,9
12551.0,358,10,168.0,1,1,1,3
12552.0,39,20,437.82,3,2,2,7
12553.0,8,191,3692.28,5,5,5,15
12556.0,50,121,603.71,3,4,3,10
12557.0,16,33,11990.960000000001,4,3,5,12
12558.0,8,11,269.96,5,1,2,8
12559.0,311,21,561.71,1,2,3,6
12560.0,5,105,2134.01,5,4,5,14
12561.0,303,16,238.85,1,2,1,4
12562.0,8,168,3781.7400000000002,5,5,5,15
12564.0,261,21,456.9,1,2,2,5
12565.0,289,9,145.92,1,1,1,3
12566.0,86,19,351.65,2,2,2,6
12567.0,23,446,9401.28,4,5,5,14
12569.0,2,188,4124.69,5,5,5,15
12571.0,40,34,519.61,3,3,3,9
12572.0,9,60,1020.42,5,4,4,13
12573.0,227,28,160.54000000000002,1,2,1,4
12574.0,316,11,218.45,1,1,1,3
12576.0,36,88,1315.83,3,4,4,11
12577.0,35,147,657.8,3,5,3,11
12578.0,21,114,2794.51,4,4,5,13
12579.0,78,29,440.42,2,2,2,6
12580.0,247,24,415.7,1,2,2,5
12581.0,40,15,197.71,3,2,1,6
12582.0,239,22,511.36,1,2,3,6
12583.0,3,247,7281.38,5,5,5,15
12584.0,4,96,2338.15,5,4,5,14
12585.0,234,87,2040.1,1,4,4,9
12586.0,17,11,196.94000000000003,4,1,1,6
12587.0,8,4,144.0,5,1,1,7
12588.0,39,10,214.89999999999998,3,1,1,5
12589.0,29,35,646.68,4,3,3,10
12590.0,211,68,9864.26,1,4,5,10
12591.0,317,26,452.84999999999997,1,2,2,5
12592.0,92,18,437.6,2,2,2,6
12593.0,109,21,418.09999999999997,2,2,2,6
12594.0,38,118,3338.2200000000003,3,4,5,12
12596.0,51,27,618.27,3,2,3,8
12597.0,19,206,3811.22,4,5,5,14
12598.0,10,132,3023.08,5,5,5,15
12599.0,29,62,1032.58,4,4,4,12
12600.0,29,64,2599.04,4,4,5,13
12601.0,190,28,577.0600000000001,1,2,3,6
12602.0,59,12,153.12,3,1,1,5
12603.0,22,2,739.1999999999999,4,1,3,8
12604.0,79,16,254.18,2,2,2,6
12607.0,60,101,1579.51,3,4,4,11
12609.0,78,60,1126.85,2,4,4,10
12610.0,23,106,2099.54,4,4,5,13
12611.0,52,65,1193.32,3,4,4,11
12612.0,74,19,704.0400000000001,2,2,3,7
12613.0,57,153,3344.38,3,5,5,13
12614.0,278,20,315.6,1,2,2,5
12615.0,2,105,2291.19,5,4,5,14
12616.0,95,32,713.3,2,3,3,8
12617.0,29,42,355.53,4,3,2,9
12618.0,22,11,177.31,4,1,1,6
12619.0,16,90,3641.24,4,4,5,13
12620.0,15,92,1339.41,4,4,4,12
12621.0,2,467,13689.67,5,5,5,15
12622.0,232,11,180.1,1,1,1,3
12623.0,276,18,305.1,1,2,2,5
12624.0,106,38,641.13,2,3,3,8
12625.0,212,86,2683.82,1,4,5,10
12626.0,23,294,6620.48,4,5,5,14
12627.0,11,230,4478.53,5,5,5,15
12628.0,4,41,786.46,5,3,3,11
12630.0,10,64,1270.88,5,4,4,13
12631.0,57,31,640.5,3,3,3,9
12633.0,59,101,2163.98,3,4,5,12
12635.0,90,101,1689.18,2,4,4,10
12637.0,67,390,6021.9,3,5,5,13
12638.0,33,39,671.69,4,3,3,10
12639.0,239,22,486.1,1,2,2,5
12640.0,24,53,1174.58,4,3,4,11
12641.0,115,10,185.9,2,1,1,4
12642.0,25,47,1013.26,4,3,4,11
12643.0,128,24,3344.64,2,2,5,9
12644.0,130,31,477.91,2,3,2,7
12645.0,34,73,1775.18,3,4,4,11
12646.0,5,45,1346.97,5,3,4,12
12647.0,22,121,3722.82,4,4,5,13
12648.0,155,21,318.05,2,2,2,6
12649.0,107,31,623.51,2,3,3,8
12650.0,3,20,314.44,5,2,2,9
12651.0,335,9,114.0,1,1,1,3
12652.0,331,48,919.98,1,3,3,7
12653.0,149,43,2209.85,2,3,5,10
12654.0,11,38,601.98,5,3,3,11
12656.0,17,126,4051.17,4,5,5,14
12657.0,11,47,1643.18,5,3,4,12
12658.0,19,36,686.05,4,3,3,10
12659.0,30,5,91.68,4,1,1,6
12660.0,11,13,245.1,5,1,1,7
12662.0,1,230,3849.78,5,5,5,15
12664.0,8,37,4881.88,5,3,5,13
12665.0,325,3,63.0,1,1,1,3
12667.0,58,33,620.13,3,3,3,9
12668.0,12,161,3807.15,5,5,5,15
12669.0,151,101,2744.0299999999997,2,4,5,11
12670.0,10,92,2996.05,5,4,5,14
12672.0,330,10,225.89999999999998,1,1,1,3
12673.0,5,42,610.52,5,3,3,11
12674.0,39,83,1970.6,3,4,4,11
12676.0,25,45,1331.39,4,3,4,11
12678.0,42,165,17628.46,3,5,5,13
12679.0,59,48,1113.02,3,3,4,10
12680.0,1,52,862.81,5,3,3,11
12681.0,15,638,13787.54,4,5,5,14
12682.0,4,525,12288.22,5,5,5,15
12683.0,4,344,8476.57,5,5,5,15
12684.0,8,105,2283.63,5,4,5,14
12685.0,28,157,2863.08,4,5,5,14
12686.0,372,7,89.14,1,1,1,3
12688.0,114,171,4873.8099999999995,2,5,5,12
12689.0,26,72,1247.61,4,4,4,12
12690.0,206,16,389.01,1,2,2,5
12691.0,28,32,1035.8,4,3,4,11
12693.0,127,39,855.91,2,3,3,8
12694.0,70,37,869.67,3,3,3,9
12695.0,7,27,582.1,5,2,3,10
12697.0,29,41,957.59,4,3,4,11
12700.0,8,268,4939.99,5,5,5,15
12701.0,80,53,797.71,2,3,3,8
12702.0,20,12,219.0,4,1,1,6
12703.0,71,21,283.55,3,2,2,7
12704.0,7,88,2340.84,5,4,5,14
12705.0,15,334,6868.29,4,5,5,14
12707.0,292,33,603.42,1,3,3,7
12708.0,30,157,2712.91,4,5,5,14
12709.0,15,208,9736.52,4,5,5,14
12710.0,97,77,1149.02,2,4,4,10
12712.0,29,133,4396.13,4,5,5,14
12713.0,1,38,848.55,5,3,3,11
12714.0,9,259,4708.86,5,5,5,15
12715.0,106,21,353.86,2,2,2,6
12716.0,4,69,1053.49,5,4,4,13
12717.0,151,55,1030.98,2,3,4,9
12718.0,71,19,238.25,3,2,1,6
12719.0,5,39,644.95,5,3,3,11
12720.0,3,354,5781.73,5,5,5,15
12721.0,32,161,2656.13,4,5,5,14
12722.0,85,53,997.63,2,3,4,9
12723.0,4,69,725.07,5,4,3,12
12724.0,5,53,1031.41,5,3,4,12
12725.0,371,24,427.8,1,2,2,5
12726.0,28,124,2609.1,4,5,5,14
12727.0,11,139,3980.7,5,5,5,15
12728.0,71,46,836.33,3,3,3,9
12729.0,114,26,453.01,2,2,2,6
12731.0,24,274,18895.91,4,5,5,14
12732.0,180,12,236.26000000000002,1,1,1,3
12733.0,234,22,383.95,1,2,2,5
12734.0,353,4,110.39999999999999,1,1,1,3
12735.0,315,43,779.5699999999999,1,3,3,7
12736.0,333,4,234.0,1,1,1,3
12738.0,372,11,155.35,1,1,1,3
12739.0,78,38,1013.04,2,3,4,9
12740.0,64,27,427.6,3,2,2,7
12743.0,134,134,546.43,2,5,3,10
12744.0,52,222,21279.29,3,5,5,13
12747.0,2,103,4196.01,5,4,5,14
12748.0,1,4595,33719.73,5,5,5,15
12749.0,4,199,4090.88,5,5,5,15
12750.0,129,15,275.88,2,2,2,6
12752.0,81,53,4366.78,2,3,5,10
12753.0,23,197,21429.39,4,5,5,14
12754.0,236,63,3010.74,1,4,5,10
12755.0,281,4,3811.95,1,1,5,7
12756.0,87,4,112.07999999999998,2,1,1,4
12757.0,16,371,7857.1,4,5,5,14
12758.0,117,97,2791.59,2,4,5,11
12759.0,52,95,1531.44,3,4,4,11
12762.0,8,69,1898.52,5,4,4,13
12763.0,138,18,494.08,2,2,3,7
12764.0,317,45,1693.88,1,3,4,8
12766.0,4,310,6989.63,5,5,5,15
12769.0,239,32,1143.6,1,3,4,8
12770.0,211,12,1351.45,1,1,4,6
12772.0,60,55,892.47,3,3,3,9
12775.0,17,66,1386.04,4,4,4,12
12778.0,20,50,822.23,4,3,3,10
12779.0,38,149,3981.36,3,5,5,13
12781.0,64,25,826.74,3,2,3,8
12782.0,5,103,2330.92,5,4,5,14
12783.0,2,84,2225.91,5,4,5,14
12784.0,9,59,574.42,5,4,3,12
12785.0,364,14,311.95,1,1,2,4
12787.0,10,20,463.66,5,2,2,9
12789.0,65,4,91.85,3,1,1,5
12790.0,192,21,324.92,1,2,2,5
12791.0,374,2,192.60000000000002,1,1,1,3
12792.0,257,25,400.53999999999996,1,2,2,5
12793.0,335,24,545.48,1,2,3,6
12794.0,53,45,860.41,3,3,3,9
12795.0,19,14,430.48,4,1,2,7
12797.0,366,13,254.03,1,1,2,4
12798.0,10,8,6977.04,5,1,5,11
12802.0,187,25,427.58,1,2,2,5
12808.0,37,28,483.65000000000003,3,2,2,7
12809.0,178,25,489.31,2,2,2,6
12811.0,261,31,514.85,1,3,3,7
12812.0,45,15,229.64000000000001,3,2,1,6
12814.0,102,2,125.92,2,1,1,4
12815.0,148,47,1063.46,2,3,4,9
12816.0,96,29,572.2,2,2,3,7
12817.0,281,4,166.04,1,1,1,3
12818.0,262,14,1542.08,1,1,4,6
12820.0,3,59,942.34,5,4,4,13
12821.0,214,6,92.72,1,1,1,3
12822.0,71,46,948.88,3,3,4,10
12823.0,75,5,1759.5,2,1,4,7
12824.0,60,25,397.12,3,2,2,7
12826.0,3,91,1474.72,5,4,4,13
12827.0,6,25,430.15000000000003,5,2,2,9
12828.0,3,56,1018.71,5,3,4,12
12829.0,337,11,293.0,1,1,2,4
12830.0,38,38,6814.64,3,3,5,11
12831.0,262,9,215.05,1,1,1,3
12832.0,32,27,383.03,4,2,2,8
12833.0,145,24,417.38,2,2,2,6
12834.0,283,18,312.38,1,2,2,5
12836.0,59,175,2612.86,3,5,5,13
12837.0,173,12,134.1,2,1,1,4
12838.0,34,123,683.13,3,5,3,11
12839.0,3,314,5591.42,5,5,5,15
12840.0,144,113,2726.77,2,4,5,11
12841.0,5,420,4022.35,5,5,5,15
12842.0,70,34,1118.99,3,3,4,10
12843.0,66,103,1702.26,3,4,4,11
12844.0,29,52,325.96000000000004,4,3,2,9
12845.0,267,27,354.09,1,2,2,5
12847.0,22,91,871.54,4,4,3,11
12849.0,31,51,1050.8899999999999,4,3,4,11
12851.0,97,50,135.18,2,3,1,6
12852.0,295,17,311.55,1,2,2,5
12853.0,135,78,1957.1000000000001,2,4,4,10
12854.0,79,110,1324.5,2,4,4,10
12855.0,373,3,38.1,1,1,1,3
12856.0,8,314,2179.93,5,5,5,15
12857.0,211,46,1106.4,1,3,4,8
12863.0,52,5,521.2,3,1,3,7
12864.0,138,3,147.12,2,1,1,4
12865.0,26,95,1568.23,4,4,4,12
12866.0,283,26,559.12,1,2,3,6
12867.0,26,538,4036.82,4,5,5,14
12868.0,186,107,1607.0600000000002,1,4,4,9
12871.0,84,11,380.64,2,1,2,5
12872.0,327,66,599.97,1,4,3,8
12873.0,282,4,374.0,1,1,2,4
12875.0,143,2,343.2300000000001,2,1,2,5
12876.0,58,85,2218.02,3,4,5,12
12877.0,4,154,1535.77,5,5,4,14
12878.0,236,47,854.99,1,3,3,7
12879.0,45,10,573.22,3,1,3,7
12881.0,276,7,298.0,1,1,2,4
12882.0,9,13,1463.04,5,1,4,10
12883.0,25,42,703.47,4,3,3,10
12884.0,88,7,309.05,2,1,2,5
12885.0,63,71,1175.22,3,4,4,11
12886.0,68,82,1378.4,3,4,4,11
12888.0,214,5,354.12,1,1,2,4
12890.0,24,82,380.46999999999997,4,4,2,10
12891.0,186,3,331.0,1,1,2,4
12893.0,31,34,188.14,4,3,1,8
12895.0,42,22,372.8,3,2,2,7
12897.0,205,4,216.5,1,1,1,3
12901.0,9,116,17654.54,5,4,5,14
12902.0,265,10,138.68,1,1,1,3
12904.0,18,72,509.58,4,4,3,11
12906.0,12,63,2919.81,5,4,5,14
12908.0,176,2,750.0,2,1,3,6
12909.0,40,91,2178.67,3,4,5,12
12910.0,23,75,3075.04,4,4,5,13
12912.0,3,24,1662.3,5,2,4,11
12913.0,5,50,2483.63,5,3,5,13
12915.0,149,22,363.65,2,2,2,6
12916.0,139,107,3006.15,2,4,5,11
12917.0,128,2,594.0,2,1,3,6
12919.0,8,50,1335.19,5,3,4,12
12920.0,17,28,164.23,4,2,1,7
12921.0,9,720,16587.09,5,5,5,15
12922.0,161,28,405.38,2,2,2,6
12923.0,64,29,176.97,3,2,1,6
12924.0,88,30,933.7,2,3,3,8
12925.0,5,45,694.05,5,3,3,11
12928.0,35,84,2062.7000000000003,3,4,5,12
12929.0,312,8,117.85,1,1,1,3
12930.0,78,25,415.8,2,2,2,6
12931.0,22,82,42055.96,4,4,5,13
12933.0,24,106,607.53,4,4,3,11
12935.0,2,129,2160.7,5,5,5,15
12936.0,17,62,1063.9,4,4,4,12
12937.0,15,120,1504.27,4,4,4,12
12938.0,26,9,114.14,4,1,1,6
12939.0,64,47,11581.8,3,3,5,11
12940.0,55,99,913.54,3,4,3,10
12942.0,131,75,683.9,2,4,3,9
12944.0,36,30,604.51,3,3,3,9
12945.0,288,23,462.95,1,2,2,5
12947.0,144,97,1603.99,2,4,4,10
12948.0,16,116,2064.95,4,4,5,13
12949.0,31,215,4167.22,4,5,5,14
12950.0,2,23,1843.0,5,2,4,11
12951.0,9,63,1064.07,5,4,4,13
12952.0,6,79,1387.79,5,4,4,13
12953.0,10,17,329.85,5,2,2,9
12955.0,1,180,4757.16,5,5,5,15
12956.0,306,19,108.07,1,2,1,4
12957.0,10,238,4017.54,5,5,5,15
12962.0,7,16,266.39,5,2,2,9
12963.0,8,95,1856.63,5,4,4,13
12965.0,89,109,771.91,2,4,3,9
12966.0,10,10,160.18,5,1,1,7
12967.0,358,19,1660.9,1,2,4,7
12968.0,112,5,135.95,2,1,1,4
12970.0,7,151,452.24,5,5,2,12
12971.0,4,305,11189.91,5,5,5,15
12974.0,198,8,144.8,1,1,1,3
12976.0,212,22,738.6,1,2,3,6
12977.0,156,9,39.239999999999995,2,1,1,4
12980.0,158,20,7374.900000000001,2,2,5,9
12981.0,30,20,372.21999999999997,4,2,2,8
12982.0,243,28,390.54,1,2,2,5
12984.0,19,4,97.5,4,1,1,6
12985.0,1,76,1239.38,5,4,4,13
12987.0,74,28,558.7,2,2,3,7
12988.0,292,92,535.32,1,4,3,8
12989.0,3,64,6924.110000000001,5,4,5,14
12990.0,31,13,409.5,4,1,2,7
12991.0,23,31,503.76,4,3,3,10
12993.0,23,27,414.76,4,2,2,8
12994.0,4,61,974.4200000000001,5,4,4,13
12995.0,85,3,211.32,2,1,1,4
12997.0,22,59,1226.89,4,4,4,12
12999.0,196,28,455.88,1,2,2,5
13000.0,107,31,534.85,2,3,3,8
13001.0,4,339,9818.82,5,5,5,15
13002.0,318,7,120.94999999999999,1,1,1,3
13003.0,106,6,149.05,2,1,1,4
13004.0,12,404,5655.91,5,5,5,15
13005.0,174,26,513.7,2,2,3,7
13006.0,56,4,81.57,3,1,1,5
13008.0,323,14,229.46999999999997,1,1,1,3
13011.0,372,3,50.550000000000004,1,1,1,3
13012.0,9,89,1661.8400000000001,5,4,4,13
13013.0,1,219,4810.9400000000005,5,5,5,15
13014.0,11,109,3466.2799999999997,5,4,5,14
13015.0,53,176,3346.28,3,5,5,13
13016.0,73,47,789.89,2,3,3,8
13017.0,7,1,204.0,5,1,1,7
13018.0,16,458,7277.7,4,5,5,14
13021.0,4,131,2616.38,5,5,5,15
13023.0,64,40,689.9,3,3,3,9
13026.0,1,40,975.36,5,3,4,12
13027.0,114,26,6912.0,2,2,5,9
13028.0,23,45,661.3199999999999,4,3,3,10
13029.0,31,10,1247.5,4,1,4,9
13030.0,11,99,799.48,5,4,3,12
13032.0,52,71,1010.18,3,4,4,11
13033.0,357,11,190.55,1,1,1,3
13034.0,55,37,642.77,3,3,3,9
13035.0,74,27,921.88,2,2,3,7
13037.0,138,48,881.07,2,3,3,8
13038.0,80,28,908.46,2,2,3,7
13040.0,9,43,676.99,5,3,3,11
13043.0,273,13,516.42,1,1,3,5
13044.0,291,33,560.47,1,3,3,7
13045.0,99,18,305.28000000000003,2,2,2,6
13046.0,31,35,629.31,4,3,3,10
13047.0,32,172,3237.54,4,5,5,14
13048.0,14,136,1835.91,4,5,4,13
13049.0,64,14,656.6800000000001,3,1,3,7
13050.0,15,403,5836.86,4,5,5,14
13052.0,212,18,348.15000000000003,1,2,2,5
13055.0,78,76,1214.41,2,4,4,10
13058.0,25,8,271.40000000000003,4,1,2,7
13059.0,250,8,183.4,1,1,1,3
13060.0,254,15,307.53,1,2,2,5
13061.0,72,10,248.61,3,1,1,5
13062.0,191,11,346.98,1,1,2,4
13064.0,13,69,1119.49,5,4,4,13
13065.0,373,14,205.86,1,1,1,3
13066.0,24,48,470.8,4,3,2,9
13067.0,82,15,115.46000000000001,2,2,1,5
13068.0,10,2,344.0,5,1,2,8
13069.0,1,425,4436.12,5,5,5,15
13070.0,192,9,228.8,1,1,1,3
13072.0,267,7,177.15,1,1,1,3
13075.0,130,22,919.61,2,2,3,7
13077.0,1,112,729.27,5,4,3,12
13078.0,3,358,12627.94,5,5,5,15
13079.0,4,6,220.10000000000002,5,1,1,7
13080.0,179,6,58.08,2,1,1,4
13081.0,12,1024,28337.38,5,5,5,15
13082.0,126,73,3613.63,2,4,5,11
13083.0,4,18,303.75,5,2,2,9
13085.0,158,22,416.08000000000004,2,2,2,6
13089.0,3,1818,58825.83,5,5,5,15
13090.0,9,155,8910.82,5,5,5,15
13091.0,28,21,345.82,4,2,2,8
13092.0,71,25,477.83,3,2,2,7
13093.0,276,159,7832.47,1,5,5,11
13094.0,21,24,1927.3200000000002,4,2,4,10
13095.0,71,6,74.39999999999999,3,1,1,5
13097.0,33,423,6010.42,4,5,5,14
13098.0,1,572,28882.44,5,5,5,15
13099.0,99,1,207.35999999999999,2,1,1,4
13101.0,234,8,101.19,1,1,1,3
13102.0,1,304,6424.09,5,5,5,15
13103.0,40,8,243.94,3,1,1,5
13104.0,3,20,1098.48,5,2,4,11
13106.0,133,1,76.5,2,1,1,4
13107.0,44,58,1531.6200000000001,3,3,4,10
13108.0,373,10,350.06,1,1,2,4
13109.0,60,47,786.54,3,3,3,9
13110.0,31,145,1488.67,4,5,4,13
13113.0,1,200,12245.960000000001,5,5,5,15
13115.0,12,120,2294.78,5,4,5,14
13116.0,138,30,501.14,2,3,3,8
13117.0,22,76,984.91,4,4,4,12
13118.0,20,79,1197.81,4,4,4,12
13120.0,239,1,30.599999999999998,1,1,1,3
13121.0,269,50,283.73,1,3,2,6
13122.0,94,55,922.39,2,3,3,8
13124.0,90,235,3866.33,2,5,5,12
13126.0,5,140,2099.64,5,5,5,15
13127.0,78,15,259.17,2,2,2,6
13130.0,94,2,64.0,2,1,1,4
13131.0,23,44,1073.3,4,3,4,11
13132.0,262,3,77.3,1,1,1,3
13133.0,274,7,109.8,1,1,1,3
13134.0,86,98,1793.58,2,4,4,10
13135.0,197,1,3096.0,1,1,5,7
13136.0,56,127,2607.61,3,5,5,13
13137.0,11,704,3650.41,5,5,5,15
13138.0,22,63,962.39,4,4,4,12
13139.0,16,170,5064.94,4,5,5,14
13140.0,108,46,423.72,2,3,2,7
13141.0,85,135,2388.75,2,5,5,12
13142.0,19,23,307.09,4,2,2,8
13144.0,333,3,110.95,1,1,1,3
13145.0,40,6,618.52,3,1,3,7
13146.0,26,17,228.91,4,2,1,7
13147.0,10,4,712.8000000000001,5,1,3,9
13148.0,29,319,3707.12,4,5,5,14
13149.0,14,86,1676.06,4,4,4,12
13151.0,296,74,1257.8700000000001,1,4,4,9
13153.0,6,15,486.22,5,2,2,9
13155.0,33,85,971.76,4,4,4,12
13157.0,49,87,1741.22,3,4,4,11
13158.0,95,79,1201.06,2,4,4,10
13159.0,9,121,1437.85,5,4,4,13
13160.0,22,4,91.8,4,1,1,6
13161.0,313,8,112.75,1,1,1,3
13162.0,122,79,1688.29,2,4,4,10
13165.0,46,42,1021.48,3,3,4,10
13166.0,283,41,417.2,1,3,2,6
13167.0,19,65,791.33,4,4,3,11
13168.0,36,131,1319.19,3,5,4,12
13169.0,64,13,712.88,3,1,3,7
13170.0,27,32,116.00999999999999,4,3,1,8
13171.0,22,46,468.41,4,3,2,9
13173.0,4,43,353.65,5,3,2,10
13174.0,16,314,2817.03,4,5,5,14
13176.0,46,72,492.84,3,4,3,10
13177.0,65,17,282.45,3,2,2,7
13178.0,26,265,5725.47,4,5,5,14
13182.0,45,11,121.18,3,1,1,5
